Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
san francisco hotels,0.78,673000,-,368000,3.24,-,-,-,450000,368000,368000,368000,368000,450000,368000,368000,368000,450000,450000,450000
canary islands,0.24,368000,-,90500,0.95,-,-,-,74000,90500,90500,135000,90500,90500,74000,74000,90500,74000,74000,74000
wdw,0.08,246000,-,165000,1.28,-,-,-,165000,165000,165000,165000,165000,165000,135000,135000,135000,135000,165000,135000
japan airlines,0.24,1830000,-,110000,0.83,-,-,-,90500,110000,110000,201000,135000,135000,110000,110000,110000,110000,110000,90500
grand cayman,0.39,368000,-,246000,1.17,-,-,-,246000,246000,246000,301000,368000,368000,246000,246000,246000,201000,246000,246000
ocean city maryland hotels,0.8,135000,-,135000,1.55,-,-,-,301000,165000,110000,90500,74000,74000,33100,33100,40500,90500,246000,368000
st louis arch,0.29,90500,-,74000,0.35,-,-,-,90500,90500,74000,90500,60500,60500,49500,60500,74000,74000,90500,110000
vegas deals,0.96,550000,-,368000,2.4,-,-,-,450000,368000,368000,450000,450000,450000,301000,301000,301000,301000,368000,368000
cruises from new york,0.89,201000,-,165000,2.24,-,-,-,246000,165000,165000,165000,201000,201000,110000,110000,110000,135000,201000,246000
things to do in san francisco,0.57,90500,-,74000,2.17,-,-,-,110000,90500,74000,90500,74000,74000,74000,60500,60500,74000,90500,90500
santa barbara hotels,0.85,135000,-,110000,2.73,-,-,-,135000,110000,110000,110000,110000,110000,74000,74000,90500,110000,135000,135000
last minute vacation deals,0.97,110000,-,60500,1.76,-,-,-,60500,40500,40500,60500,60500,49500,60500,40500,40500,40500,74000,110000
chinatown bus,0.23,135000,-,110000,0.39,-,-,-,110000,110000,90500,110000,90500,90500,110000,110000,110000,110000,110000,110000
golden nugget las vegas,0.49,49500,-,40500,0.59,-,-,-,40500,33100,27100,40500,33100,49500,33100,40500,49500,49500,49500,49500
cheap vacation packages,0.98,165000,-,110000,2.29,-,-,-,135000,110000,110000,165000,165000,201000,90500,90500,90500,74000,90500,135000
vdara,0.25,90500,-,60500,0.37,-,-,-,74000,74000,60500,74000,60500,74000,49500,49500,60500,90500,40500,40500
hotels near disneyland,0.94,110000,-,90500,3.03,-,-,-,110000,110000,90500,135000,110000,110000,74000,74000,74000,60500,60500,74000
eurorail,0.35,165000,-,49500,1.48,-,-,-,60500,74000,60500,60500,49500,60500,33100,33100,33100,40500,49500,49500
great barrier reef,0.18,368000,-,90500,1.73,-,-,-,74000,165000,135000,135000,110000,110000,74000,90500,110000,90500,49500,49500
disneyland packages,0.94,201000,-,90500,1.72,-,-,-,110000,90500,90500,135000,135000,165000,74000,90500,74000,74000,74000,90500
kemah boardwalk,0.3,40500,-,40500,0.56,-,-,-,60500,40500,33100,60500,33100,27100,27100,22200,40500,33100,40500,60500
olympic national park,0.3,74000,-,60500,0.72,-,-,-,90500,74000,60500,49500,40500,49500,33100,33100,40500,49500,74000,90500
bar harbor maine,0.42,110000,-,90500,1.11,-,-,-,165000,110000,74000,74000,60500,60500,40500,40500,74000,110000,165000,201000
disney resorts,0.7,450000,-,368000,1.71,-,-,-,368000,301000,301000,450000,450000,550000,246000,246000,246000,246000,246000,301000
csx jobs,0.31,40500,-,33100,0.3,-,-,-,33100,40500,33100,40500,40500,40500,33100,40500,49500,27100,27100,27100
cruises from galveston,0.86,110000,-,110000,1.3,-,-,-,165000,135000,110000,110000,135000,165000,90500,74000,90500,74000,90500,110000
las vegas hotel deals,0.98,90500,-,74000,2.95,-,-,-,74000,60500,60500,74000,74000,90500,60500,60500,60500,60500,74000,74000
