Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
shopping in seattle,0.19,49500,-,33100,1.67,-,-,-,27100,27100,27100,33100,27100,33100,40500,33100,33100,33100,33100,33100
woodbury outlet new york,0.22,14800,-,4400,0.45,-,-,-,3600,4400,2900,3600,2900,2900,4400,5400,4400,4400,6600,5400
outlet malls in missouri,0.18,6600,-,5400,0.49,-,-,-,5400,4400,3600,6600,4400,3600,5400,6600,6600,5400,8100,9900
dolphin mall hours,0.06,1300,-,1000,0.14,-,-,-,880,1000,1000,880,720,1000,2900,1300,590,720,720,880
san mateo times newspaper,0.22,720,-,720,0.13,-,-,-,320,480,390,480,880,1000,720,720,880,1000,880,880
woodbury commons bus,0.61,3600,-,2400,0.79,-,-,-,2900,3600,2400,2400,1900,1900,2400,2900,2900,2900,2900,2400
clinton crossing coupons,0.44,720,-,720,0.21,-,-,-,590,720,590,590,320,390,1000,1000,720,590,1000,390
the vermont store,0.23,135000,-,135000,0.19,-,-,-,110000,110000,135000,110000,110000,135000,201000,165000,135000,110000,90500,90500
malls in seattle,0.09,40500,-,22200,1.71,-,-,-,18100,18100,18100,22200,18100,22200,27100,27100,22200,27100,27100,27100
malls in illinois,0.09,74000,-,74000,0.83,-,-,-,60500,60500,60500,90500,74000,74000,110000,90500,74000,74000,74000,74000
city of tigard jobs,0.05,480,-,480,0.51,-,-,-,720,590,590,590,480,590,480,590,480,390,480,480
tanger outlet stores,0.12,8100,-,6600,0.38,-,-,-,6600,5400,5400,8100,6600,5400,8100,12100,5400,5400,8100,6600
premium outlets williamsburg,0.13,1900,-,1600,0.99,-,-,-,2900,2900,1900,1600,1600,1300,2900,2900,1000,390,260,260
south shore plaza stores,0.07,1300,-,1300,0.87,-,-,-,1600,1600,1600,1900,1300,1000,1600,1000,880,880,1000,880
bowtie cinemas trumbull,0.01,4400,-,4400,1.48,-,-,-,4400,4400,4400,3600,5400,4400,3600,4400,3600,2900,5400,5400
shopping malls in chicago,0.13,22200,-,18100,1.27,-,-,-,14800,14800,14800,22200,18100,18100,22200,22200,18100,14800,18100,18100
woodbury premium outlet,0.15,27100,-,8100,0.59,-,-,-,8100,8100,8100,6600,5400,6600,9900,12100,8100,8100,8100,8100
empreinte bras,0.84,1900,-,720,1.17,-,-,-,720,720,590,880,720,880,720,720,880,590,590,590
memphis malls,0.11,9900,-,9900,0.76,-,-,-,8100,8100,8100,12100,9900,9900,14800,12100,9900,9900,9900,12100
orland mall stores,0.1,1600,-,1600,0.83,-,-,-,1600,1600,1600,1900,1600,1600,2400,1600,1000,1300,1000,1000
corning outlet,0.51,9900,-,8100,0.29,-,-,-,5400,5400,5400,6600,6600,9900,12100,12100,8100,8100,6600,8100
cloud windows,0.5,135000,-,74000,1.32,-,-,-,27100,27100,33100,74000,110000,110000,135000,165000,135000,6600,6600,5400
dillards women,0.54,8100,-,8100,1.07,-,-,-,8100,9900,9900,12100,9900,9900,12100,8100,6600,5400,4400,5400
saint louis mills,0.09,27100,-,27100,0.42,-,-,-,27100,22200,22200,27100,27100,27100,40500,33100,27100,22200,27100,33100
bcbg outlet online,0.9,720,-,480,0.6,-,-,-,480,590,880,720,480,390,480,590,390,480,480,480
stores with layaway plans,0.67,1300,-,1300,1.05,-,-,-,590,590,720,880,720,880,1000,3600,2400,1300,1000,880
park city mall lancaster,0.09,2900,-,2900,1.14,-,-,-,2400,2400,2400,2400,2400,2900,6600,4400,2900,2400,2900,2400
98 cent store,0.16,1000,-,1000,0.21,-,-,-,1000,880,880,1000,880,1000,1000,880,880,880,880,880
wub wub wub,0.06,74000,-,22200,0.55,-,-,-,27100,22200,22200,27100,22200,27100,22200,18100,18100,18100,18100,18100
woodbury common premium outlet,0.2,22200,-,5400,0.56,-,-,-,5400,6600,5400,5400,4400,4400,6600,8100,6600,6600,6600,6600
sams club employment application,0.59,1000,-,1000,0.43,-,-,-,1600,880,1000,880,1000,1300,590,880,880,880,1300,1300
round rock outlet stores,0.13,1300,-,1300,0.93,-,-,-,1900,1900,1600,1600,1000,1000,1300,1300,720,590,880,880
furniture outlet dallas,0.91,3600,-,3600,1.59,-,-,-,2900,2900,2900,3600,4400,4400,3600,3600,2900,2900,3600,4400
99 cent store franchise,0.89,590,-,590,1.3,-,-,-,590,590,590,720,480,590,590,590,480,590,590,590
lahaska outlets,0.15,880,-,880,0.25,-,-,-,720,720,720,590,720,720,1300,1000,880,880,880,880
mikasa outlet nj,0.65,480,-,480,0.36,-,-,-,590,590,590,590,480,480,720,590,390,480,390,480
northlake mall hours,0.1,720,-,720,0.1,-,-,-,590,720,590,590,480,590,1900,720,390,390,480,390
michigan malls,0.11,90500,-,74000,0.53,-,-,-,60500,60500,60500,74000,60500,74000,90500,90500,74000,74000,74000,74000
dollar store services,0.45,720,-,590,1.38,-,-,-,720,590,720,720,720,720,590,480,720,590,480,480
tanger outlets blowing rock,0.03,1000,-,1000,0.39,-,-,-,1000,1000,880,880,880,880,1000,1900,1300,1000,1300,1300
malls in albuquerque,0.09,9900,-,9900,1.04,-,-,-,6600,6600,6600,8100,8100,9900,14800,12100,9900,8100,9900,9900
family dollar store application,0.66,590,-,590,0.31,-,-,-,880,720,590,590,390,590,480,590,480,480,480,480
rockingham mall stores,0.11,880,-,720,0.24,-,-,-,880,880,880,880,880,590,1300,880,480,390,720,590
northlake mall stores,0.14,1300,-,1300,0.29,-,-,-,1600,1300,1300,1600,1600,1600,2400,1300,1000,880,1000,1000
capellini san mateo,0.04,720,-,720,1.56,-,-,-,-,720,590,720,720,720,1000,720,590,590,720,590
110v outlet,0.35,5400,-,4400,1.03,-,-,-,4400,4400,3600,5400,5400,5400,4400,3600,3600,3600,3600,3600
bj optical,0.15,5400,-,5400,0.65,-,-,-,5400,5400,5400,6600,5400,5400,5400,4400,4400,4400,5400,4400
dollar store online shopping,0.72,1600,-,1300,0.61,-,-,-,880,880,880,1300,1000,1300,1600,1300,1300,1000,1000,1300
sams photo center,0.09,2900,-,2400,0.42,-,-,-,1600,2400,1600,1600,1600,1900,6600,3600,2400,2400,2400,2400
ontario mills restaurants,0.11,1300,-,1000,0.73,-,-,-,1300,1300,1000,1300,1300,1300,1300,1300,880,720,880,880
dillards bridal,0.65,12100,-,12100,1.14,-,-,-,12100,14800,14800,14800,12100,14800,6600,8100,9900,12100,12100,14800
dollar general applications,0.6,12100,-,12100,0.36,-,-,-,18100,18100,14800,14800,9900,9900,6600,9900,9900,8100,6600,8100
mebane nc outlets,0.16,14800,-,14800,0.67,-,-,-,3600,4400,4400,5400,9900,14800,33100,74000,18100,9900,6600,3600
