Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
afscme,0.13,60500,-,60500,0.47,-,-,-,90500,60500,60500,90500,90500,49500,40500,40500,49500,49500,40500,40500
cougarlife,0.22,49500,-,40500,0.14,-,-,-,135000,60500,27100,22200,18100,18100,14800,27100,40500,33100,27100,27100
numerology calculator,0.25,90500,-,22200,0.22,-,-,-,27100,22200,22200,22200,22200,33100,27100,22200,27100,22200,22200,22200
gas mileage calculator,0.18,27100,-,27100,0.52,-,-,-,40500,49500,40500,40500,27100,22200,18100,14800,14800,12100,12100,14800
section 8 application,0.64,74000,-,74000,0.32,-,-,-,74000,74000,90500,90500,60500,90500,60500,60500,74000,74000,90500,90500
baptism gifts,1,165000,-,60500,1.32,-,-,-,60500,74000,60500,60500,74000,60500,40500,74000,74000,74000,60500,60500
internet safety,0.53,201000,-,90500,3.43,-,-,-,49500,90500,90500,110000,110000,110000,74000,90500,135000,135000,74000,40500
place value,0.16,301000,-,246000,0.58,-,-,-,135000,165000,165000,201000,201000,201000,135000,246000,301000,550000,368000,110000
nada rv,0.17,33100,-,27100,0.19,-,-,-,27100,27100,27100,27100,27100,33100,14800,22200,27100,27100,33100,33100
cougar dating,0.74,60500,-,40500,1.34,-,-,-,49500,40500,33100,33100,33100,40500,33100,40500,40500,40500,40500,33100
personals,0.57,2240000,-,550000,1.62,-,-,-,550000,450000,450000,550000,550000,673000,673000,673000,673000,673000,550000,673000
pregnancy quiz,0.32,49500,-,33100,0.79,-,-,-,33100,33100,33100,33100,33100,40500,33100,33100,33100,33100,33100,27100
baby jogger,0.68,301000,-,110000,1.19,-,-,-,110000,110000,110000,135000,110000,110000,74000,90500,90500,90500,110000,110000
binge drinking,0.1,165000,-,60500,1.52,-,-,-,49500,60500,90500,90500,74000,60500,60500,90500,90500,60500,40500,40500
daily quotes,0.21,90500,-,60500,0.7,-,-,-,49500,49500,49500,60500,60500,60500,49500,60500,60500,60500,60500,49500
monogrammed gifts,0.93,27100,-,27100,1.31,-,-,-,22200,27100,22200,22200,22200,27100,49500,49500,27100,27100,27100,27100
will the world end in 2012,0.14,90500,-,40500,0.33,-,-,-,27100,90500,49500,74000,40500,74000,40500,33100,33100,27100,22200,27100
domestic violence statistics,0.49,60500,-,40500,1.28,-,-,-,27100,40500,60500,60500,49500,33100,40500,60500,60500,33100,18100,18100
suicide prevention,0.34,110000,-,74000,1.99,-,-,-,60500,74000,90500,90500,74000,74000,60500,90500,90500,90500,60500,49500
rocking chairs,0.83,450000,-,246000,1.07,-,-,-,246000,246000,201000,301000,246000,246000,246000,246000,246000,201000,246000,246000
5th grade math,0.35,135000,-,135000,0.4,-,-,-,110000,165000,165000,201000,165000,165000,90500,135000,135000,135000,110000,74000
baby strollers,0.75,246000,-,165000,0.86,-,-,-,165000,165000,165000,201000,201000,201000,135000,165000,165000,165000,165000,165000
organizational chart,0.17,673000,-,301000,2.11,-,-,-,246000,301000,301000,368000,368000,368000,246000,301000,301000,301000,246000,246000
christening gowns,1,201000,-,90500,0.93,-,-,-,90500,90500,90500,110000,110000,135000,60500,74000,90500,90500,110000,90500
teething,0.22,450000,-,246000,0.77,-,-,-,246000,246000,246000,301000,246000,301000,246000,301000,301000,246000,246000,201000
cowboys and aliens trailer,0.02,33100,-,22200,0.21,-,-,-,14800,12100,18100,8100,22200,18100,27100,90500,5400,4400,6600,8100
king james bible online,0.17,60500,-,40500,0.36,-,-,-,33100,33100,33100,40500,40500,49500,40500,49500,49500,49500,49500,49500
yatra,0.2,1220000,-,49500,0.47,-,-,-,49500,49500,40500,49500,40500,49500,49500,49500,49500,49500,40500,49500
algebra worksheets,0.29,135000,-,90500,0.33,-,-,-,90500,110000,90500,110000,110000,110000,74000,90500,110000,110000,74000,60500
science fair,0.32,1500000,-,1220000,0.67,-,-,-,135000,673000,1000000,1500000,1500000,2240000,1220000,1830000,1500000,1220000,368000,110000
